RequestNo,RequestDate,RequestType,AssetFacilityType,CapexRequestAmount,RegionCode,BranchCode,BranchName,RequestBU,RequestFunction,IsBudgeted,BudgetRefNo,UserRemarks,CurrentStatus,LastActionDate,LastActionRemarks,LastActionRejectionReason,LastActionBy,AssetCategoryName,AssetItemName,VendorProcType,ItemCategory,ItemRatePerQtyForCentralProcItems,AssetItemQty,AssetItemRatePerQty,AssetAddlCharges,AssetAddlChargesRemarks,AssetItemAmount,AssetItemRemarks,VendorName,Vendor_RatePerQty,Vendor_TotalAmount,Vendor_DeliveryPeriod,Vendor_PaymentTerms,IsSelectedVendor
CPX-A/B/202526/0037,08-05-2025,Asset,Asset for other reasons,94415,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,FY25-26TechProj,Suhail Sood -Platform Product Lead for all three p,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,15" MACBOOK AIR M4 16GB 256GB,Central,IT-ASSETS-OTHERS,94415,1,94415,0,,94415,Suhail Sood -Platform Product Lead for all three p,,0,0,,,
CPX-A/B/202526/0038,08-05-2025,Asset,Asset for other reasons,53670,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,Ops,Yes,FY25-26,Name : Chandan Grade: MM Designation: Management T,Rejected,14-05-2025,Do we not have any Laptop temporarily avaialble in,Others,Authority - Aneel Gambhir ,COMPUTER,LAPTOP - MM (EXCEPTIONAL),Central,IT-ASSETS-OTHERS,53670,1,53670,0,,53670,Name : Chandan Grade: MM Designation: Management T,,0,0,,,
CPX-A/B/202526/0039,08-05-2025,Asset,Asset for other reasons,127966,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,FY25-26,Received request to replace laptop of jatinder@dtd,Approved,05-06-2025,,,Authority - Aneel Gambhir ,COMPUTER,14" APPLE MACBOOK PRO M4 16GB 512GB,Central,IT-ASSETS-OTHERS,127966,1,127966,0,,127966,Received request to replace laptop of jatinder@dtd,,0,0,,,
CPX-A/B/202526/0040,14-05-2025,Asset,Asset for other reasons,46570,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,Ops,Yes,FY25-26,Name : Ashutosh Dhoare Grade: MM Designation: Mana,Approved,21-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,LAPTOP - MM,Central,IT-ASSETS-OTHERS,46570,1,46570,0,,46570,Name : Ashutosh Dhoare Grade: MM Designation: Mana,,0,0,,,
CPX-A/B/202526/0041,15-05-2025,Asset,Asset for other reasons,36998,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,Admin,No,,Air Condition for Conference Hall - 2 tr 3 star Sp,Approved,04-06-2025,,,Authority - Abhishek Chakraborty   ,OFFICE EQUIPMENTS,AIRCONDITION-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,1,36998,0,Supply and Installation charge with materials,36998,L1 - DCGPAC - 2 tr 3 star Split Air conditioner( M,DCGPAC.COM,36998,36998,Immediate,,Yes
CPX-A/B/202526/0041,15-05-2025,Asset,Asset for other reasons,36998,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,Admin,No,,Air Condition for Conference Hall - 2 tr 3 star Sp,Approved,04-06-2025,,,Authority - Abhishek Chakraborty   ,OFFICE EQUIPMENTS,AIRCONDITION-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,1,36998,0,Supply and Installation charge with materials,36998,L1 - DCGPAC - 2 tr 3 star Split Air conditioner( M,A & A Infotech,37900,37900,Immediate,,-
CPX-A/B/202526/0041,15-05-2025,Asset,Asset for other reasons,36998,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,Admin,No,,Air Condition for Conference Hall - 2 tr 3 star Sp,Approved,04-06-2025,,,Authority - Abhishek Chakraborty   ,OFFICE EQUIPMENTS,AIRCONDITION-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,1,36998,0,Supply and Installation charge with materials,36998,L1 - DCGPAC - 2 tr 3 star Split Air conditioner( M,Industrybuying,59493,59493,Immediate,,-
CPX-A/B/202526/0042,15-05-2025,Asset,Asset for other reasons,39190,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,Admin,Yes,FY25-26,Name : S Mahadevan Grade: JM Designation: Manageme,Approved,16-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,LAPTOP - JM,Central,IT-ASSETS-OTHERS,39190,1,39190,0,,39190,Name : S Mahadevan Grade: JM Designation: Manageme,,0,0,,,
CPX-A/B/202526/0043,19-05-2025,Asset,Asset for other reasons,39190,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,Yes,FY25-26,Name :  Tharun M  Grade: JM Designation: Managemen,Approved,23-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,LAPTOP - JM,Central,IT-ASSETS-OTHERS,39190,1,39190,0,,39190,Name :  Tharun M  Grade: JM Designation: Managemen,,0,0,,,
CPX-A/B/202526/0044,20-05-2025,Asset,Asset for New/Upgrade of facility,39190,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Sales,Yes,1,Name: Sadashiv Kambagi   Department: Sales  Design,Approved,22-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,LAPTOP - JM,Central,IT-ASSETS-OTHERS,39190,1,39190,0,,39190,Its an additional requirement approvals received f,,0,0,,,
CPX-A/B/202526/0045,21-05-2025,Asset,Asset for other reasons,46570,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,FA,Yes,FY25-26,Name : Not yet Decided Grade: MM Designation: AM A,Approved,23-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,LAPTOP - MM,Central,IT-ASSETS-OTHERS,46570,1,46570,0,,46570,Name : Not yet Decided Grade: MM Designation: AM A,,0,0,,,
CPX-A/B/202526/0046,28-05-2025,Asset,Asset for other reasons,583500,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,FY25-26TechProj,HP-zbook with Dos and win11 for Product and Engine,Approved,02-06-2025,,,Authority - Aneel Gambhir ,COMPUTER,HP ZBOOK FIREFLY 16 G11,Central,IT-ASSETS-OTHERS,117000,2,117000,0,,234000,HP-zbook with win11 for Product and Engineering (S,,0,0,,,
CPX-A/B/202526/0046,28-05-2025,Asset,Asset for other reasons,583500,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,FY25-26TechProj,HP-zbook with Dos and win11 for Product and Engine,Approved,02-06-2025,,,Authority - Aneel Gambhir ,COMPUTER,HP ZBOOK FIREFLY 16 G11- U7/32GB/1TB/4GB,Central,IT-ASSETS-OTHERS,116500,3,116500,0,,349500,HP-zbook with Linux for Product and Engineering (S,,0,0,,,
CPX-A/B/202526/0047,29-05-2025,Asset,Asset for other reasons,39190,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,FA,Yes,FY25-26,Name : MAHENDRA R P Grade: JM Designation:Senior E,Approved,02-06-2025,,,Authority - Aneel Gambhir ,COMPUTER,LAPTOP - JM,Central,IT-ASSETS-OTHERS,39190,1,39190,0,,39190,Name : MAHENDRA R P Grade: JM Designation:Senior E,,0,0,,,
CPX-A/B/202526/0048,30-05-2025,Asset,Asset for New/Upgrade of facility,502400,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,FY 25-26,Ongoing Support for Tracking Project by Mafiree fo,Approved,03-06-2025,,,Authority - Aneel Gambhir ,SOFTWARE,TRACKING SERVICE MODERNIZATION PROJECT,Local,ITAPP,0,1600,314,0,,502400,Ongoing Support for Tracking Project by Mafiree fo,Mafiree,314,502400,,,Yes
CPX-A/B/202526/0048,30-05-2025,Asset,Asset for New/Upgrade of facility,502400,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,FY 25-26,Ongoing Support for Tracking Project by Mafiree fo,Approved,03-06-2025,,,Authority - Aneel Gambhir ,SOFTWARE,TRACKING SERVICE MODERNIZATION PROJECT,Local,ITAPP,0,1600,314,0,,502400,Ongoing Support for Tracking Project by Mafiree fo,Mafiree,314,502400,,,-
CPX-A/B/202526/0048,30-05-2025,Asset,Asset for New/Upgrade of facility,502400,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,FY 25-26,Ongoing Support for Tracking Project by Mafiree fo,Approved,03-06-2025,,,Authority - Aneel Gambhir ,SOFTWARE,TRACKING SERVICE MODERNIZATION PROJECT,Local,ITAPP,0,1600,314,0,,502400,Ongoing Support for Tracking Project by Mafiree fo,Mafiree,314,502400,,,-
CPX-A/B/202526/0049,30-05-2025,Asset,Asset for New/Upgrade of facility,48000,B,B39,SIRSI BRANCH OFFICE - B39 (BO),Dom Exp,IT,No,,This capeex is raised for installation of CCTV Cam,Approved,13-06-2025,,,Authority - Abhishek Chakraborty   ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,4,12000,0,,48000,This capeex is raised for installation of CCTV Cam,,0,0,,,
CPX-A/B/202526/0050,02-06-2025,Asset,Asset for other reasons,511864,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,FY25-26TechProj,Macbook Pro for Product & Engineer team under sura,Approved,02-06-2025,,,Authority - Aneel Gambhir ,COMPUTER,14" APPLE MACBOOK PRO M4 16GB 512GB,Central,IT-ASSETS-OTHERS,127966,4,127966,0,,511864,Macbook Pro for Project& Engineer team under suraj,,0,0,,,
CPX-A/B/202526/0051,02-06-2025,Asset,Asset for other reasons,472075,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,FY25-26TechProj,"MacBook Air for Platform Play, Bazar and Rapid Com",Approved,05-06-2025,,,Authority - Aneel Gambhir ,COMPUTER,15" MACBOOK AIR M4 16GB 256GB,Central,IT-ASSETS-OTHERS,94415,5,94415,0,,472075,"MacBook Air for Platform Play, Bazar and Rapid Com",,0,0,,,
CPX-A/B/202526/0052,02-06-2025,Asset,Asset for New/Upgrade of facility,39190,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Sales,Yes,1,the employee currently handling CRM Ecom is using ,Approved,03-07-2025,Approved as upgradation of existing Desktop to Lap,,Authority - Sapna Anandkumar ,COMPUTER,LAPTOP - JM,Central,IT-ASSETS-OTHERS,39190,1,39190,0,,39190,"Asset upgradation, Employee is handling CRM Ecom, ",,0,0,,,
CPX-A/B/202526/0053,04-06-2025,Asset,Asset for New/Upgrade of facility,300000,B,B36,BANGALORE NELAMANGALA APEX - B36 (HO),Dom Exp,IT,No,,Installation of 25 CCTV Cameras – Nelamangala SCS_,Rejected,03-07-2025,Raise new with Tech survey report,Others,Authority - B Kumar ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,25,12000,0,,300000,Installation of 25 CCTV Cameras – Nelamangala SCS_,,0,0,,,
CPX-A/B/202526/0054,04-06-2025,Asset,Asset for New/Upgrade of facility,144000,B,B03,HUBLI BRANCH - B03 (BO),Dom Exp,IT,No,,Installation of 12 CCTV Cameras – B03 Hubli branch,Rejected,03-07-2025,Raise new with Tech survey report,Others,Authority - B Kumar ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,12,12000,0,,144000,Installation of 12 CCTV Cameras – B03 Hubli branch,,0,0,,,
CPX-A/B/202526/0055,04-06-2025,Asset,Asset for New/Upgrade of facility,948000,B,B10,BANGALORE YELAHANKA APEX - B10 (HO),Dom Exp,IT,No,,Installation of 79 CCTV Cameras – B10 Bangalore Ye,Rejected,03-07-2025,Raise new with Tech survey report,Others,Authority - B Kumar ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,79,12000,0,,948000,Installation of 79 CCTV Cameras – B10 Bangalore Ye,,0,0,,,
CPX-A/B/202526/0056,04-06-2025,Asset,Asset for New/Upgrade of facility,48000,B,B47,BELLARY SORTING OFFICE - B47 (SO),Dom Exp,IT,No,,Installation of 04 CCTV Cameras – B47 Bellary Sort,Rejected,05-06-2025,Rejected,Others,Authority - Mukund Bharti ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,4,12000,0,,48000,Installation of 04 CCTV Cameras – B47 Bellary Sort,,0,0,,,
CPX-A/B/202526/0057,04-06-2025,Asset,Asset for New/Upgrade of facility,24000,B,B62,BIDAR SORTING OFFICE - B62 (SO),Dom Exp,IT,No,,Installation of 02 CCTV Cameras – B62 Bidar Sortin,Rejected,05-06-2025,Wrangle generated,Others,Authority - Mukund Bharti ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,2,12000,0,,24000,Installation of 02 CCTV Cameras – B62 Bidar Sortin,,0,0,,,
CPX-A/B/202526/0058,04-06-2025,Asset,Asset for New/Upgrade of facility,60000,B,B62,BIDAR SORTING OFFICE - B62 (SO),Dom Exp,IT,No,,Installation of 05 CCTV Cameras – B62 Bidar Sortin,Rejected,03-07-2025,Raise new with Tech survey report,Others,Authority - B Kumar ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,5,12000,0,,60000,Installation of 05 CCTV Cameras – B62 Bidar Sortin,,0,0,,,
CPX-A/B/202526/0059,04-06-2025,Asset,Asset for New/Upgrade of facility,60000,B,B47,BELLARY SORTING OFFICE - B47 (SO),Dom Exp,IT,No,,Installation of 05 CCTV Cameras – B47 Bellary Sort,Rejected,03-07-2025,Raise new with Tech survey report,Others,Authority - B Kumar ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,5,12000,0,,60000,Installation of 05 CCTV Cameras – B47 Bellary Sort,,0,0,,,
CPX-A/B/202526/0060,04-06-2025,Asset,Asset for New/Upgrade of facility,120000,B,B68,HOSKOTE BRANCH - B68 (BO),Dom Exp,IT,No,,Installation of 10 CCTV Cameras – B68 Hoskote bran,Rejected,03-07-2025,Raise new with Tech survey report,Others,Authority - B Kumar ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,10,12000,0,,120000,Installation of 10 CCTV Cameras – B68 Hoskote bran,,0,0,,,
CPX-A/B/202526/0061,04-06-2025,Asset,Asset for New/Upgrade of facility,120000,B,B27,HOSUR BRANCH - B27 (BO),Dom Exp,IT,No,,Installation of 10 CCTV Cameras – B27 Hosur branch,Rejected,03-07-2025,Raise new with Tech survey report,Others,Authority - B Kumar ,OFFICE EQUIPMENTS,CCTV - BRANCH,Central,VIGILANCE,12000,10,12000,0,,120000,Installation of 10 CCTV Cameras – B27 Hosur branch,,0,0,,,
CPX-A/B/202526/0062,05-06-2025,Asset,Asset for other reasons,83190,B,B27,HOSUR BRANCH - B27 (BO),LTL,Ops,No,,This required on urgent basis for  Stake of TVS cl,Approved,11-06-2025,,,Authority - Abhishek Chakraborty   ,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,30,2773,0,,83190,Required for TVS customer at Hosur branch LTL sect,,0,0,,,
CPX-A/B/202526/0063,05-06-2025,Asset,Asset for other reasons,44000,B,B10,BANGALORE YELAHANKA APEX - B10 (HO),Dom Exp,Ops,No,,Required on urgent basis.,Approved,11-06-2025,,,Authority - Abhishek Chakraborty   ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,2,22000,0,,44000,One Required for Yelahanka Apex for replacement as,,0,0,,,
CPX-A/B/202526/0064,06-06-2025,Asset,Asset for other reasons,22000,B,B27,HOSUR BRANCH - B27 (BO),LTL,Ops,No,,This is required on priority basis for TVS client ,Approved,11-06-2025,,,Authority - Abhishek Chakraborty   ,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,1,22000,0,,22000,Required at Hosur branch for TVS client.,,0,0,,,
CPX-A/B/202526/0065,06-06-2025,Asset,Asset for other reasons,46570,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Sales,Yes,FY25-26,Name :Arun KP Grade: MM Designation: BDM-Rapid Com,Approved,16-06-2025,,,Authority - Karthikeyan R ,COMPUTER,LAPTOP - MM,Central,IT-ASSETS-OTHERS,46570,1,46570,0,,46570,Name :Arun KP Grade: MM Designation: BDM-Rapid Com,,0,0,,,
CPX-A/B/202526/0066,09-06-2025,Asset,Asset for other reasons,24700,B,B65,VERNA BRANCH - B65 (BO),LTL,Ops,No,,Link provided for detailed mail: https://drive.goo,Approved,16-06-2025,,,Authority - Abhishek Chakraborty   ,OFFICE EQUIPMENTS,FAN-Ops,Local,OPSMHE&FACILITYASSET,0,8,3087.5,0,No,24700,"L1 Quote: Out of eight, 6 Nos Khaitan wall mountin",Sri. Gopi Electrical & Hardware,3087.5,24700,3 days after the PO,Within 10 days of the delivery,Yes
CPX-A/B/202526/0066,09-06-2025,Asset,Asset for other reasons,24700,B,B65,VERNA BRANCH - B65 (BO),LTL,Ops,No,,Link provided for detailed mail: https://drive.goo,Approved,16-06-2025,,,Authority - Abhishek Chakraborty   ,OFFICE EQUIPMENTS,FAN-Ops,Local,OPSMHE&FACILITYASSET,0,8,3087.5,0,No,24700,"L1 Quote: Out of eight, 6 Nos Khaitan wall mountin",Srikanth Electricals,3637.5,29100,3 days after the PO,On delivery,-
CPX-A/B/202526/0066,09-06-2025,Asset,Asset for other reasons,24700,B,B65,VERNA BRANCH - B65 (BO),LTL,Ops,No,,Link provided for detailed mail: https://drive.goo,Approved,16-06-2025,,,Authority - Abhishek Chakraborty   ,OFFICE EQUIPMENTS,FAN-Ops,Local,OPSMHE&FACILITYASSET,0,8,3087.5,0,No,24700,"L1 Quote: Out of eight, 6 Nos Khaitan wall mountin",Gokul Electricals,3737.5,29900,3 days after the PO,On delivery,-
CPX-A/B/202526/0067,10-06-2025,Asset,Asset for other reasons,93140,B,B114,DTDC TECHNOLOGY INNOVATION CENTRE-2 - B114 (HO),Dom Exp,IT,Yes,FY25-26,Name : Not Yet decided Grade: MM Designation: Seni,Approved,13-06-2025,,,Authority - Puttarame Gowda ,COMPUTER,LAPTOP - MM,Central,IT-ASSETS-OTHERS,46570,2,46570,0,,93140,Name : Not Yet decided Grade: MM Designation: Seni,,0,0,,,
CPX-A/B/202526/0068,10-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,At present we are hiring Projector and screen ever,Rejected,16-06-2025,Rejected,Others,Authority - Ramamurthy T.S   ,COMPUTER,PROJECTOR,Local,Admin,0,2,38750,0,No,77500,"We need two Projectors, one for BLR branches and o",Shree Banashankari Enterprises,38750,77500,Within 7 days after the PO,On delivery,Yes
CPX-A/B/202526/0068,10-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,At present we are hiring Projector and screen ever,Rejected,16-06-2025,Rejected,Others,Authority - Ramamurthy T.S   ,COMPUTER,PROJECTOR,Local,Admin,0,2,38750,0,No,77500,"We need two Projectors, one for BLR branches and o",Surya Syatems & Solutions,39062.5,78125,15 to 20 days after the PO,100% advance with PO,-
CPX-A/B/202526/0068,10-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,At present we are hiring Projector and screen ever,Rejected,16-06-2025,Rejected,Others,Authority - Ramamurthy T.S   ,COMPUTER,PROJECTOR,Local,Admin,0,2,38750,0,No,77500,"We need two Projectors, one for BLR branches and o",Final Touch Audio Video Automation,42000,84000,One week from PO,100% Advance with PO,-
CPX-A/B/202526/0068,10-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,At present we are hiring Projector and screen ever,Rejected,16-06-2025,Rejected,Others,Authority - Ramamurthy T.S   ,COMPUTER,PROJECTOR SCREEN,Local,Admin,0,2,4250,0,No,8500,These are required for utilize at  BLR and Goa bra,Shree Banashankari Enterprises,4250,8500,Within a week of PO,On delivery,Yes
CPX-A/B/202526/0068,10-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,At present we are hiring Projector and screen ever,Rejected,16-06-2025,Rejected,Others,Authority - Ramamurthy T.S   ,COMPUTER,PROJECTOR SCREEN,Local,Admin,0,2,4250,0,No,8500,These are required for utilize at  BLR and Goa bra,Surya Systems & Solutions,4350,8700,15 to 20 days from PO,100% advance with PO,-
CPX-A/B/202526/0068,10-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,At present we are hiring Projector and screen ever,Rejected,16-06-2025,Rejected,Others,Authority - Ramamurthy T.S   ,COMPUTER,PROJECTOR SCREEN,Local,Admin,0,2,4250,0,No,8500,These are required for utilize at  BLR and Goa bra,Final Touch Audio Video Automation,7600,15200,One week from the PO,100% advance with PO,-
CPX-A/B/202526/0069,12-06-2025,Asset,Asset for other reasons,6000,B,B26,KOGILU BRANCH - B26 (BO),Dom Exp,Ops,No,,Urgently required at Yelahanka branch for Ops use.,Approved,16-06-2025,,,Authority - Abhishek Chakraborty   ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,5,1200,0,No,6000,Chair Category: 16 Gauge perforated powder coated ,Abbi Consulting and Interior Designer,1200,6000,One week from the PO,After Delivery,Yes
CPX-A/B/202526/0069,12-06-2025,Asset,Asset for other reasons,6000,B,B26,KOGILU BRANCH - B26 (BO),Dom Exp,Ops,No,,Urgently required at Yelahanka branch for Ops use.,Approved,16-06-2025,,,Authority - Abhishek Chakraborty   ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,5,1200,0,No,6000,Chair Category: 16 Gauge perforated powder coated ,Balaji Interiors,1450,7250,One week of the PO,On Delivery,-
CPX-A/B/202526/0069,12-06-2025,Asset,Asset for other reasons,6000,B,B26,KOGILU BRANCH - B26 (BO),Dom Exp,Ops,No,,Urgently required at Yelahanka branch for Ops use.,Approved,16-06-2025,,,Authority - Abhishek Chakraborty   ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,5,1200,0,No,6000,Chair Category: 16 Gauge perforated powder coated ,Mahaveer Enterprises,1600,8000,One week from the PO,On Delivery,-
CPX-A/B/202526/0070,12-06-2025,Asset,Asset for other reasons,3600,B,B27,HOSUR BRANCH - B27 (BO),LTL,Ops,No,,Urgently required at Hosur branch for LTL Ops.,Approved,16-06-2025,,,Authority - Abhishek Chakraborty   ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,3,1200,0,No,3600,Chair Category: 16 Gauge perforated powder coated ,Abbi consulting and Interior Designer,1200,3600,One week from the PO,After Delivery,Yes
CPX-A/B/202526/0070,12-06-2025,Asset,Asset for other reasons,3600,B,B27,HOSUR BRANCH - B27 (BO),LTL,Ops,No,,Urgently required at Hosur branch for LTL Ops.,Approved,16-06-2025,,,Authority - Abhishek Chakraborty   ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,3,1200,0,No,3600,Chair Category: 16 Gauge perforated powder coated ,Balaji Interiors,1450,4350,One week from the PO,On Delivery,-
CPX-A/B/202526/0070,12-06-2025,Asset,Asset for other reasons,3600,B,B27,HOSUR BRANCH - B27 (BO),LTL,Ops,No,,Urgently required at Hosur branch for LTL Ops.,Approved,16-06-2025,,,Authority - Abhishek Chakraborty   ,FURINTURE,CHAIRS-Ops,Local,OPSMHE&FACILITYASSET,0,3,1200,0,No,3600,Chair Category: 16 Gauge perforated powder coated ,Mahaveer Enterprises,1600,4800,One week after the PO,On Delivery,-
CPX-A/B/202526/0071,15-06-2025,Asset,Asset for New/Upgrade of facility,72500,B,B15,CORPORATE OFFICE APEX - B15 (RO),Dom Exp,IT,Yes,NewFY24-25,13" MACBOOK AIR M4 16GB 256GB with MidNight for IT,Approved,17-06-2025,,,Authority - PRADEEP VUPPALA ,COMPUTER,13" MACBOOK AIR M4 16GB 256GB,Central,IT-ASSETS-OTHERS,72500,1,72500,0,,72500,13" MACBOOK AIR M4 16GB 256GB with MidNight for IT,,0,0,,,
CPX-A/B/202526/0072,16-06-2025,Asset,Asset for New/Upgrade of facility,4899400,B,B119,BANGALORE AIRPORT - B119 (HO),Dom Exp,Ops,No,,test,Rejected,16-06-2025,This for testing purpose,Others,Authority - SATISH BAHADDURDESAI ,COMPUTER,10 KVA UPS upto 2 Hrs Backup (APC SRC10KUXI-IN),Central,Operation,244970,20,244970,0,,4899400,test,,0,0,,,
CPX-A/B/202526/0073,17-06-2025,Asset,Asset for New/Upgrade of facility,1674308,B,B41,BAGALKOT SORTING OFFICE - B41 (SO),Dom Exp,Ops,No,,test,Rejected,17-06-2025,Rejected,Others,Authority - SATISH BAHADDURDESAI ,COMPUTER,3 KVA UPS upto 2 Hrs Backup (APC SRC3KUXI-IN),Central,Operation,72796,23,72796,0,,1674308,test,,0,0,,,
CPX-A/B/202526/0074,17-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,One we have to upgrade at RO Conference room and e,Rejected,17-06-2025,,,User - Jagadhishchandra A. K. ,COMPUTER,PROJECTOR,Local,Admin,0,2,38750,0,No,77500,One for upgradation and one for branch meetings.,Shree Banashankari Enterprises,38750,77500,One week from the PO,On delivery,Yes
CPX-A/B/202526/0074,17-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,One we have to upgrade at RO Conference room and e,Rejected,17-06-2025,,,User - Jagadhishchandra A. K. ,COMPUTER,PROJECTOR,Local,Admin,0,2,38750,0,No,77500,One for upgradation and one for branch meetings.,Surya Systems & Solutions,39062.5,78125,15 to 20 days from the PO,100% Advance,-
CPX-A/B/202526/0074,17-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,One we have to upgrade at RO Conference room and e,Rejected,17-06-2025,,,User - Jagadhishchandra A. K. ,COMPUTER,PROJECTOR,Local,Admin,0,2,38750,0,No,77500,One for upgradation and one for branch meetings.,Final Touch Audio Video Automation,42000,84000,One week from the PO,100% advance alongwith PO,-
CPX-A/B/202526/0074,17-06-2025,Asset,Asset for other reasons,86000,B,B07,CHAMRAJPET BRANCH - B07 (BO),Dom Exp,Admin,No,,One we have to upgrade at RO Conference room and e,Rejected,17-06-2025,,,User - Jagadhishchandra A. K. ,COMPUTER,PROJECTOR SCREEN,Local,Admin,0,2,4250,0,No,8500,One for upgradation and one for branch meetings.,Shree Banashankari Enterprises,4250,8500,One week from the PO,On delivery,Yes
