RequestNo,RequestDate,RequestType,AssetFacilityType,CapexRequestAmount,RegionCode,BranchCode,BranchName,Zone,Region,RequestBU,RequestFunction,IsBudgeted,BudgetRefNo,UserRemarks,CurrentStatus,LastActionDate,LastActionRemarks,LastActionRejectionReason,LastActionBy,AssetCategoryName,AssetCategoryName_2,AssetItemName,VendorProcType,ItemCategory,ItemRatePerQtyForCentralProcItems,AssetItemQty,AssetItemRatePerQty,AssetAddlCharges,AssetAddlChargesRemarks,AssetItemAmount,AssetItemRemarks,VendorName,Vendor_RatePerQty,Vendor_TotalAmount,Vendor_DeliveryPeriod,Vendor_PaymentTerms,IsSelectedVendor
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,2773,78,2773,0,,216294,pallets,,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Crates - 810 x 568 x 425mm (Nilkamal)-Ops,Central,OPSMHE&FACILITYASSET,1148,25,1148,0,,28700,crates,,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,PLANT & MACHINERY,"Nilkamal BOPT (685mm Fork, 2 Ton Capacity)-Ops",Central,OPSMHE&FACILITYASSET,431000,2,431000,0,,862000,"Nilkamal BOPT (685mm Fork, 2 Ton Capacity)-Ops",,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,6,22000,0,,132000,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 35 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,8421,5,8421,0,,42105,Weighing Machine - 35 kgs (Essae)-Ops,,0,0,,,
CPX-A/H/202526/0007,13-06-2025,Asset,Asset for New/Upgrade of facility,1347837,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,LTL,Ops,Yes,FY 2025-26,OPS MHE Requirement for shifting of kompally hub t,Approved,13-06-2025,,,User - Sukesh B L ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 300 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,16684.5,4,16684.5,0,,66738,Weighing Machine - 300 kgs (Essae)-Ops,,0,0,,,
CPX-A/H/202526/0008,16-06-2025,Asset,Asset for New/Upgrade of facility,287972,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,16-06-2025,Approved,,Authority - Sanjeeva B.R B.R.  ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Ops,Central,ITASSETS-OPS,45455,3,45455,0,,136365,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0008,16-06-2025,Asset,Asset for New/Upgrade of facility,287972,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,16-06-2025,Approved,,Authority - Sanjeeva B.R B.R.  ,COMPUTER,COMPUTER,HP 136nw Printer (MFP)-Ops,Central,ITASSETS-OPS,16907,1,16907,0,,16907,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0008,16-06-2025,Asset,Asset for New/Upgrade of facility,287972,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,16-06-2025,Approved,,Authority - Sanjeeva B.R B.R.  ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,5,24860,0,,124300,"Requirement for HYD Apex upgrade, as per the confi",,0,0,,,
CPX-A/H/202526/0008,16-06-2025,Asset,Asset for New/Upgrade of facility,287972,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,16-06-2025,Approved,,Authority - Sanjeeva B.R B.R.  ,COMPUTER,COMPUTER,WIRED BARCODE SCANNER (NEWLAND HR11) - OPS,Central,ITASSETS-OPS,2600,4,2600,0,,10400,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0015,18-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,19-06-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0015,18-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,19-06-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0015,18-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,19-06-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0016,28-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,03-07-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515),Central,IT-Hardware,2572,2,2572,0,,5144," Requirement for HYD Apex upgrade,as per the confi",,0,0,,,
CPX-A/H/202526/0016,28-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,03-07-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Aruba AP-505 (RW) Unified AP,Central,IT-Hardware,31372,2,31372,0,,62744,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0016,28-06-2025,Asset,Asset for New/Upgrade of facility,104388,H,H13,HYDERABAD SHAMSHABAD APEX - H13 (HO),South,HYD,Dom Exp,Ops through IT,Yes,FY25-26,Requirement for HYD Apex upgrade. as per the confi,Approved,03-07-2025,,,User - Hemavathi Kumar ,COMPUTER,COMPUTER,Aruba 1930 24G POE Switch,Central,IT-Hardware,36500,1,36500,0,,36500,"Requirement for HYD Apex upgrade,as per the confir",,0,0,,,
CPX-A/H/202526/0017,10-07-2025,Asset,Asset for New/Upgrade of facility,149200,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,Dom Exp,Admin,Yes,FY25,"IRA HANDLING EQUIPMENT SERVICES is L1 vendor, Othe",Approved,10-07-2025,,,User - DILEEP KUMAR BETHA ,PLANT & MACHINERY,PLANT & MACHINERY,Barricades,Local,Operation,0,7,5100,5500,Transport+18% tax,41200,Other Additional Charges:3200/- is Transport charg, IRA HANDLING EQUIPMENT SERVICES  ,5100,41200, 10 days , 100% advance ,Yes
CPX-A/H/202526/0017,10-07-2025,Asset,Asset for New/Upgrade of facility,149200,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,Dom Exp,Admin,Yes,FY25,"IRA HANDLING EQUIPMENT SERVICES is L1 vendor, Othe",Approved,10-07-2025,,,User - DILEEP KUMAR BETHA ,PLANT & MACHINERY,PLANT & MACHINERY,Shelving Racks,Local,Operation,0,4,19500,0,18%gst,78000, IRA HANDLING EQUIPMENT SERVICES  is L1 vendor , IRA HANDLING EQUIPMENT SERVICES  ,19500,78000, 10 days , 100% advance ,Yes
CPX-A/H/202526/0017,10-07-2025,Asset,Asset for New/Upgrade of facility,149200,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,Dom Exp,Admin,Yes,FY25,"IRA HANDLING EQUIPMENT SERVICES is L1 vendor, Othe",Approved,10-07-2025,,,User - DILEEP KUMAR BETHA ,PLANT & MACHINERY,PLANT & MACHINERY,Slotted Angle Racks,Local,Operation,0,3,10000,0,18%gst,30000, IRA HANDLING EQUIPMENT SERVICES   L 1 vendor, IRA HANDLING EQUIPMENT SERVICES  ,10000,30000, 10 days , 100% advance ,Yes
CPX-A/H/202526/0018,10-07-2025,Asset,Asset for New/Upgrade of facility,123800,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,Dom Exp,Ops,Yes,FY25, IRA HANDLING EQUIPMENT SERVICES- L1 vendor,Approved,10-07-2025,,,User - DILEEP KUMAR BETHA ,FURINTURE,PLANT & MACHINERY,Almirah,Local,Admin,0,3,15000,0,18%tax,45000, IRA HANDLING EQUIPMENT SERVICES is L1 vendor , IRA HANDLING EQUIPMENT SERVICES  ,15000,45000, 10 days , 100% advance ,Yes
CPX-A/H/202526/0018,10-07-2025,Asset,Asset for New/Upgrade of facility,123800,H,H66,HYDERABAD SCS APEX - H66 (HO),South,HYD,Dom Exp,Ops,Yes,FY25, IRA HANDLING EQUIPMENT SERVICES- L1 vendor,Approved,10-07-2025,,,User - DILEEP KUMAR BETHA ,FURINTURE,PLANT & MACHINERY,Locker,Local,Admin,0,4,19700,0,18%gst,78800,As a special case we have taken approval with the , IRA HANDLING EQUIPMENT SERVICES  ,19700,78800, 10 days , 100% advance ,Yes
CPX-A/I/202526/0006,29-07-2025,Asset,Asset for New/Upgrade of facility,157089,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-IT assets for the branch upgrad,Approved,29-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH),Central,IT-Hardware,14411,1,14411,0,,14411,Requirement of MHE-IT assets for the branch upgrad,,0,0,,,
CPX-A/I/202526/0006,29-07-2025,Asset,Asset for New/Upgrade of facility,157089,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-IT assets for the branch upgrad,Approved,29-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,WIRED BARCODE SCANNER (NEWLAND HR11),Central,IT-Hardware,2600,2,2600,0,,5200,Requirement of MHE-IT assets for the branch upgrad,,0,0,,,
CPX-A/I/202526/0006,29-07-2025,Asset,Asset for New/Upgrade of facility,157089,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-IT assets for the branch upgrad,Approved,29-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI,Central,IT-Hardware,24860,2,24860,0,,49720,Requirement of MHE-IT assets for the branch upgrad,,0,0,,,
CPX-A/I/202526/0006,29-07-2025,Asset,Asset for New/Upgrade of facility,157089,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-IT assets for the branch upgrad,Approved,29-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,HP 136nw Printer (MFP),Central,IT-Hardware,16907,1,16907,0,,16907,Requirement of MHE-IT assets for the branch upgrad,,0,0,,,
CPX-A/I/202526/0006,29-07-2025,Asset,Asset for New/Upgrade of facility,157089,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-IT assets for the branch upgrad,Approved,29-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,THINCLIENT,Central,IT-Hardware,23617,3,23617,0,,70851,Requirement of MHE-IT assets for the branch upgrad,,0,0,,,
CPX-A/I/202526/0007,29-07-2025,Asset,Asset for New/Upgrade of facility,67348,I,I46,INDORE DEWASNAKA BRANCH - I46 (BO),West,IDR,Dom Exp,Ops through IT,Yes,FY 25-26,Requirement of MHE-IT assets for the branch upgrad,Approved,29-07-2025,,,User - Abhishek Gowda ,COMPUTER,COMPUTER,3 KVA UPS upto 1 Hr Backup (APC SRC3KUXI-IN),Central,Operation,67348,1,67348,0,,67348,Requirement of MHE-IT assets for the branch upgrad,,0,0,,,
CPX-A/J/202526/0002,08-04-2025,Asset,Asset for other reasons,128909,J,J03,LUDHIANA BRANCH - J03 (BO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,"UPS is not working in  Ludhiana Branch - J03,  fou",Approved,10-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,6 KVA UPS with 1 Hr Backup (APC SRCE6KUXI-IN)-Ops,Central,ITASSETS-OPS,128909,1,128909,0,,128909,"UPS is not working in  Ludhiana Branch - J03,  fou",,0,0,,,
CPX-A/J/202526/0004,12-05-2025,Asset,Asset for New/Upgrade of facility,279632,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of IT assets for New upcoming branch b,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,3 KVA UPS with 1 Hr Backup (APC SRC3KUXI-IN)-Ops,Central,ITASSETS-OPS,67348,1,67348,0,,67348,Required 3KVA UPS  for upcoming new branch Batala.,,0,0,,,
CPX-A/J/202526/0004,12-05-2025,Asset,Asset for New/Upgrade of facility,279632,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of IT assets for New upcoming branch b,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Desktop / PC (Dell/Lenovo/HP)-Ops,Central,ITASSETS-OPS,45455,1,45455,0,,45455,1 Desktop for BM+BA+DMC,,0,0,,,
CPX-A/J/202526/0004,12-05-2025,Asset,Asset for New/Upgrade of facility,279632,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of IT assets for New upcoming branch b,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,HP 136nw Printer (MFP)-Ops,Central,ITASSETS-OPS,16907,1,16907,0,,16907,Requirement of MFP printer . Allocated for Batala ,,0,0,,,
CPX-A/J/202526/0004,12-05-2025,Asset,Asset for New/Upgrade of facility,279632,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of IT assets for New upcoming branch b,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Wireless Barcode Scanner (Zebra LI4278)-Ops,Central,ITASSETS-OPS,12340,1,12340,0,,12340,Requirement of wireless scanner for new branch Bat,,0,0,,,
CPX-A/J/202526/0004,12-05-2025,Asset,Asset for New/Upgrade of facility,279632,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of IT assets for New upcoming branch b,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,2,24860,0,,49720,Requirement of HHT for  new upcoming branch Batala,,0,0,,,
CPX-A/J/202526/0004,12-05-2025,Asset,Asset for New/Upgrade of facility,279632,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of IT assets for New upcoming branch b,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,WIRED BARCODE SCANNER (NEWLAND HR11) - OPS,Central,ITASSETS-OPS,2600,1,2600,0,,2600,Requirement of Wired scanner for New batala branch,,0,0,,,
CPX-A/J/202526/0004,12-05-2025,Asset,Asset for New/Upgrade of facility,279632,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of IT assets for New upcoming branch b,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH) - OPS,Central,ITASSETS-OPS,14411,1,14411,0,,14411,Requirement of Thermal printer . Alloted  1 no's f,,0,0,,,
CPX-A/J/202526/0004,12-05-2025,Asset,Asset for New/Upgrade of facility,279632,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,Requirement of IT assets for New upcoming branch b,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,THINCLIENT - OPS,Central,ITASSETS-OPS,23617,3,23617,0,,70851,"3 thin Clients required for( Dox, Non-DOX, PEP & C",,0,0,,,
CPX-A/J/202526/0005,12-05-2025,Asset,Asset for New/Upgrade of facility,33944,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,requirement of upcoming new batala branch for IT a,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Aruba AP-505 (RW) Unified AP-NonOps,Central,ITASSETS-NONOPS,31372,1,31372,0,,31372,Required ROUTER WIFI(Aruba AP 505 unified access p,,0,0,,,
CPX-A/J/202526/0005,12-05-2025,Asset,Asset for New/Upgrade of facility,33944,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Ops through IT,Yes,FY25-26,requirement of upcoming new batala branch for IT a,Approved,14-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,Aruba AP Adapter (for AP-505 & AP-515)-NonOps,Central,ITASSETS-NONOPS,2572,1,2572,0,,2572,Required ROUTER WIFI(Aruba AP adapter for access p,,0,0,,,
CPX-A/J/202526/0008,28-05-2025,Asset,Asset for other reasons,323000,J,J29,PANCHKULA APEX - J29 (HO),North,HHPT,Dom Exp,Admin,Yes,Fy-25-26,The said material is required at all location in H,Approved,31-05-2025,,,Authority - Aneel Gambhir ,OFFICE EQUIPMENTS,PLANT & MACHINERY,COOLER-Non-Ops,Local,ADMIN-ASSETS-OTHERS,0,40,7925,6000,GST Extra @ 18%,323000,The said material is required for all locations in,DCG Tech Limited,7925,323000,5 to 7 days after receiving PO,100% payment after delivery of the material,Yes
CPX-A/K/202526/0014,08-05-2025,Asset,Asset for New/Upgrade of facility,49720,K,K14,DURGAPUR BRANCH - K14 (BO),East,CCU,Dom Exp,IT,No,,2 nOS OF HHT REQUIRE FOR ANDAL AIRPORT PROJECT WIT,Approved,11-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,2,24860,0,,49720,2 nOS OF HHT REQUIRE FOR ANDAL AIRPORT PROJECT ,,0,0,,,
CPX-A/K/202526/0022,26-05-2025,Asset,Asset for other reasons,14794.5,K,K08,HOWRAH BRANCH - K08 (BO),East,CCU,Dom Exp,Ops through IT,Yes,FY 25-26,Weighing Machine - 150 kgs (Essae)-Ops - 1no requi,Approved,06-06-2025,,,Authority - Aneel Gambhir ,PLANT & MACHINERY,PLANT & MACHINERY,Weighing Machine - 150 kgs (Essae)-Ops,Central,OPSMHE&FACILITYASSET,14794.5,1,14794.5,0,,14794.5,Weighing Machine - 150 kgs (Essae)-Ops - 1no,,0,0,,,
CPX-A/K/202526/0036,30-06-2025,Asset,Asset for other reasons,532005,K,K16,KOLKATA RAJARHAT APEX - K16 (HO),East,CCU,Dom Exp,Admin,Yes,FY 25-26,Civil Work required for New Sorter installation at,Approved,30-06-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Civil Work,Local,Admin,0,2900,183.45,0,,532005,Civil Work for Kolkata Rajarhat Apex,M/S Infrawala,183.45,532005,,,Yes
CPX-A/K/202526/0037,03-07-2025,Asset,Asset for other reasons,57250,K,K16,KOLKATA RAJARHAT APEX - K16 (HO),East,CCU,Dom Exp,Admin,Yes,FY 25-26,"Electrical, IT & Metal fabrication Work for Kolkat",Approved,03-07-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Electrical Work,Local,Admin,0,1,33150,0,,33150,Electrical Work for Kolkata New Sorter,Infrawala,33150,33150,,,Yes
CPX-A/K/202526/0037,03-07-2025,Asset,Asset for other reasons,57250,K,K16,KOLKATA RAJARHAT APEX - K16 (HO),East,CCU,Dom Exp,Admin,Yes,FY 25-26,"Electrical, IT & Metal fabrication Work for Kolkat",Approved,03-07-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,IT Networking Work,Local,Admin,0,1,12600,0,,12600,IT Work for Kolkata New Sorter ,Infrawala,12600,12600,,,Yes
CPX-A/K/202526/0037,03-07-2025,Asset,Asset for other reasons,57250,K,K16,KOLKATA RAJARHAT APEX - K16 (HO),East,CCU,Dom Exp,Admin,Yes,FY 25-26,"Electrical, IT & Metal fabrication Work for Kolkat",Approved,03-07-2025,,,User - KOUSTAV MUKHERJEE ,LEASEHOLD IMPROVEMENTS,LEASEHOLD IMPROVEMENTS,Metal Fabrication,Local,Admin,0,1,11500,0,,11500,Metal Fabrication Work for Kolkata New Sorter ,Infrawala,11500,11500,,,Yes
CPX-A/K/202526/0039,31-07-2025,Asset,Asset for other reasons,138650,K,K16,KOLKATA RAJARHAT APEX - K16 (HO),East,CCU,Dom Exp,Ops,No,,replacement against 50 nos broken pallets,Approved,31-07-2025,,,User - Sumit Saboo ,PLANT & MACHINERY,PLANT & MACHINERY,Plastic Pallets (Nilkamal),Central,Operation,2773,50,2773,0,,138650,replacement against 50 nos broken pallets,,0,0,,,
CPX-A/K/202526/0040,18-08-2025,Asset,Asset for New/Upgrade of facility,28822,K,K28,BY-PASS BRANCH - K28 (BO),East,CCU,LTL,Ops,No,,Dear Sir This request was raised due to some LTL p,Sent for Approval,18-08-2025,,,User - Sobbosatchi Ganguly ,COMPUTER,COMPUTER,TSC DA220 BARCODE PRINTER (WITH BLUETOOTH),Central,IT-Hardware,14411,2,14411,0,,28822,Dear Sir This request was raised due to some LTL p,,0,0,,,
CPX-A/L/202526/0007,23-04-2025,Asset,Asset for other reasons,125610,L,L24,BILASPUR APEX - L24 (HO),North,GGN,Dom Exp,Ops through IT,Yes,FY 25-26,"Below mentioned UPS is more 12 yrs old, due to Pow",Approved,24-04-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,10 KVA UPS ONLY (APC SRC10KUXI-IN)-OPS,Central,ITASSETS-OPS,125610,1,125610,0,,125610,"Below mentioned UPS is more 12 yrs old, due to Pow",,0,0,,,
CPX-A/L/202526/0008,29-04-2025,Asset,Asset for other reasons,57331,L,L03,GURGAON - HERO HONDA CHOWK BRANCH - L03 (BO),North,GGN,Dom Exp,Ops through IT,Yes,FY 25-26,"this is the obsolete model ups, where is a back up",Approved,07-05-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,2 KVA UPS with 2 Hrs Backup (APC SRC2KUXI-IN)-Ops,Central,ITASSETS-OPS,57331,1,57331,0,,57331,"this is the obsolete model ups, where is a back up",,0,0,,,
CPX-A/L/202526/0009,27-05-2025,Asset,Asset for New/Upgrade of facility,104975,L,L24,BILASPUR APEX - L24 (HO),North,GGN,Dom Exp,Admin,Yes,FY25-26,A New Cooler is required for The Bilaspur Hub It i,Approved,29-05-2025,,,Authority - Aneel Gambhir ,OFFICE EQUIPMENTS,PLANT & MACHINERY,COOLER-Ops,Local,OPSMHE&FACILITYASSET,0,13,7925,1950,Transportation is added & GST is extra,104975,New Coolers is required for the Bilaspur Hub Total,DCG Tech Limited,7925,104975,10 days,100% after completion of work,Yes
CPX-A/L/202526/0010,14-06-2025,Asset,Asset for New/Upgrade of facility,22000,L,L27,GURGAON - SOHNA ROAD BRANCH - L27 (BO),North,GGN,Dom Exp,Admin,Yes,FY25-26,One New HPT is required for Sohna Branch ,Approved,16-06-2025,Approved,,Authority - Sreeram Naini ,PLANT & MACHINERY,PLANT & MACHINERY,Hydraulic Trolley / Hand Pallet Truck (HPT) - 685m,Central,OPSMHE&FACILITYASSET,22000,1,22000,0,,22000,"One New HPT is required for Sohna Branch, it is al",,0,0,,,
CPX-A/M/202526/0024,29-04-2025,Asset,Asset for other reasons,248600,M,M10,MUMBAI SAKINAKA APEX - M10 (HO),West,MUM,Dom Exp,Ops,No,,10 HHT appruval for Sakinaka HUB .atttch the mail ,Approved,18-06-2025,,,Authority - Aneel Gambhir ,COMPUTER,COMPUTER,MT90 HANDHELD TERMINAL DEVICE (HHT)- WIFI- OPS,Central,ITASSETS-OPS,24860,10,24860,0,,248600,HHT required for Sakinaka HUB attch the mail .,,0,0,,,
